artifact_type,candidate_canonical_id,candidate_domain,conflict_status,epistemic_class,migration_action,notes,source_blob_sha,source_branch,source_commit,source_filename,source_mode,source_path,source_repo,source_size,target_path,target_repo,validation_status
"empty_placeholder","GAP","GAP","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","00-dropzone/08-to-classify/.gitkeep","Sas-Executar/Maestr-Docs","0","00-dropzone/08-to-classify/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"source_artifact","GAP","REGISTRY","NON_CANONICAL_SNAPSHOT","CORPUS_DIRECT","COPY","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e0f6bda01f7bbcb21c7c37015787f260d8514e3d","main","48db71b13e8108479bcf1961a812c1785140a44f","01-master-index.md","100644","01-master-index/01-master-index.md","Sas-Executar/Maestr-Docs","285","00_input/maestro-migration/01_original/01-master-index/01-master-index.md","Sas-Executar/Programa-Sas","BLOB_HASH_VERIFIED_IN_REVIEW_TREE"
"source_artifact","GAP","REGISTRY","NON_CANONICAL_SNAPSHOT","CORPUS_DIRECT","COPY","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","05bd74f9fc6518312365b0a00f2e18bd3ee54668","main","48db71b13e8108479bcf1961a812c1785140a44f","ECOSYSTEM_MASTER_YAML_CARDS_V1.yaml","100644","01-master-index/01-schemas/ECOSYSTEM_MASTER_YAML_CARDS_V1.yaml","Sas-Executar/Maestr-Docs","56888","00_input/maestro-migration/01_original/01-master-index/01-schemas/ECOSYSTEM_MASTER_YAML_CARDS_V1.yaml","Sas-Executar/Programa-Sas","BLOB_HASH_VERIFIED_IN_REVIEW_TREE"
"source_artifact","GAP","REGISTRY","NON_CANONICAL_SNAPSHOT","CORPUS_DIRECT","COPY","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","f5ea42729d2dac69f34fb0d0623d4ee777f134eb","main","48db71b13e8108479bcf1961a812c1785140a44f","EXECUTAR_projetosaasentrypoint_EXPANDIDO.schema.json","100644","01-master-index/01-schemas/EXECUTAR_projetosaasentrypoint_EXPANDIDO.schema.json","Sas-Executar/Maestr-Docs","67055","00_input/maestro-migration/01_original/01-master-index/01-schemas/EXECUTAR_projetosaasentrypoint_EXPANDIDO.schema.json","Sas-Executar/Programa-Sas","BLOB_HASH_VERIFIED_IN_REVIEW_TREE"
"source_artifact","GAP","REGISTRY","NON_CANONICAL_SNAPSHOT","CORPUS_DIRECT","COPY","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","14b606711f42b923d606624405ce2498ccd9fc25","main","48db71b13e8108479bcf1961a812c1785140a44f","FORMULARIO_FUNDACIONAL_FUSIONADO_V1.yaml","100644","01-master-index/01-schemas/FORMULARIO_FUNDACIONAL_FUSIONADO_V1.yaml","Sas-Executar/Maestr-Docs","136497","00_input/maestro-migration/01_original/01-master-index/01-schemas/FORMULARIO_FUNDACIONAL_FUSIONADO_V1.yaml","Sas-Executar/Programa-Sas","BLOB_HASH_VERIFIED_IN_REVIEW_TREE"
"source_artifact","GAP","REGISTRY","NON_CANONICAL_SNAPSHOT","CORPUS_DIRECT","COPY","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","a7d9e4566284f5510a8b8ec457994dd03e4e1832","main","48db71b13e8108479bcf1961a812c1785140a44f","README.md","100644","01-master-index/01-schemas/README.md","Sas-Executar/Maestr-Docs","797","00_input/maestro-migration/01_original/01-master-index/01-schemas/README.md","Sas-Executar/Programa-Sas","BLOB_HASH_VERIFIED_IN_REVIEW_TREE"
"source_artifact","GAP","REGISTRY","NON_CANONICAL_SNAPSHOT","CORPUS_DIRECT","COPY","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","ae90dfbe754f406e30dd8ee29e79468c8e166978","main","48db71b13e8108479bcf1961a812c1785140a44f","ECOSYSTEM_CARDS_REGISTER.csv","100644","01-master-index/02-taxonomies/ECOSYSTEM_CARDS_REGISTER.csv","Sas-Executar/Maestr-Docs","15531","00_input/maestro-migration/01_original/01-master-index/02-taxonomies/ECOSYSTEM_CARDS_REGISTER.csv","Sas-Executar/Programa-Sas","BLOB_HASH_VERIFIED_IN_REVIEW_TREE"
"source_artifact","GAP","REGISTRY","NON_CANONICAL_SNAPSHOT","CORPUS_DIRECT","COPY","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","b08e47a55ef8c598ffea13a83b16c2f8503bcfd4","main","48db71b13e8108479bcf1961a812c1785140a44f","FOLDER_IDS.md","100644","01-master-index/02-taxonomies/FOLDER_IDS.md","Sas-Executar/Maestr-Docs","383","00_input/maestro-migration/01_original/01-master-index/02-taxonomies/FOLDER_IDS.md","Sas-Executar/Programa-Sas","BLOB_HASH_VERIFIED_IN_REVIEW_TREE"
"source_artifact","GAP","REGISTRY","NON_CANONICAL_SNAPSHOT","CORPUS_DIRECT","COPY","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","ab0ba3f1d4158a7dd5aa8c011b61870c4cd9159a","main","48db71b13e8108479bcf1961a812c1785140a44f","MAPA_DOC_ARQUIVO.csv","100644","01-master-index/02-taxonomies/MAPA_DOC_ARQUIVO.csv","Sas-Executar/Maestr-Docs","37260","00_input/maestro-migration/01_original/01-master-index/02-taxonomies/MAPA_DOC_ARQUIVO.csv","Sas-Executar/Programa-Sas","BLOB_HASH_VERIFIED_IN_REVIEW_TREE"
"source_artifact","GAP","REGISTRY","NON_CANONICAL_SNAPSHOT","CORPUS_DIRECT","COPY","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","8d3bcfe716f19252445c2f7df388d68638f59f91","main","48db71b13e8108479bcf1961a812c1785140a44f","MOC_IDS.csv","100644","01-master-index/02-taxonomies/MOC_IDS.csv","Sas-Executar/Maestr-Docs","7748","00_input/maestro-migration/01_original/01-master-index/02-taxonomies/MOC_IDS.csv","Sas-Executar/Programa-Sas","BLOB_HASH_VERIFIED_IN_REVIEW_TREE"
"source_artifact","GAP","REGISTRY","NON_CANONICAL_SNAPSHOT","CORPUS_DIRECT","COPY","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","822c07dd870db8ed2d3e073df878881cefa9a3ec","main","48db71b13e8108479bcf1961a812c1785140a44f","ROTEAMENTO_DOCUMENTAL_MECE.csv","100644","01-master-index/02-taxonomies/ROTEAMENTO_DOCUMENTAL_MECE.csv","Sas-Executar/Maestr-Docs","40873","00_input/maestro-migration/01_original/01-master-index/02-taxonomies/ROTEAMENTO_DOCUMENTAL_MECE.csv","Sas-Executar/Programa-Sas","BLOB_HASH_VERIFIED_IN_REVIEW_TREE"
"source_artifact","GAP","REGISTRY","NON_CANONICAL_SNAPSHOT","CORPUS_DIRECT","COPY","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","8fd52bd806d2098fe1ec6a7d4207abddf1b3cd24","main","48db71b13e8108479bcf1961a812c1785140a44f","SAAS_ENTRYPOINT_DOMAIN_MAP.csv","100644","01-master-index/02-taxonomies/SAAS_ENTRYPOINT_DOMAIN_MAP.csv","Sas-Executar/Maestr-Docs","2172","00_input/maestro-migration/01_original/01-master-index/02-taxonomies/SAAS_ENTRYPOINT_DOMAIN_MAP.csv","Sas-Executar/Programa-Sas","BLOB_HASH_VERIFIED_IN_REVIEW_TREE"
"source_artifact","GAP","REGISTRY","NON_CANONICAL_SNAPSHOT","CORPUS_DIRECT","COPY","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e33cc9d778c95890245d7fcb08e4b8fae9cacb02","main","48db71b13e8108479bcf1961a812c1785140a44f","RELATIONS.md","100644","01-master-index/03-relations/RELATIONS.md","Sas-Executar/Maestr-Docs","2160","00_input/maestro-migration/01_original/01-master-index/03-relations/RELATIONS.md","Sas-Executar/Programa-Sas","BLOB_HASH_VERIFIED_IN_REVIEW_TREE"
"source_artifact","GAP","REGISTRY","NON_CANONICAL_SNAPSHOT","CORPUS_DIRECT","COPY","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","ae95a14ffb915bc263a71746c45682c822fb347a","main","48db71b13e8108479bcf1961a812c1785140a44f","2026-09-07-master-index-repos-codigo.md","100644","01-master-index/04-reports/2026-09-07-master-index-repos-codigo.md","Sas-Executar/Maestr-Docs","10956","00_input/maestro-migration/01_original/01-master-index/04-reports/2026-09-07-master-index-repos-codigo.md","Sas-Executar/Programa-Sas","BLOB_HASH_VERIFIED_IN_REVIEW_TREE"
"source_artifact","GAP","REGISTRY","NON_CANONICAL_SNAPSHOT","CORPUS_DIRECT","COPY","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","c77478941f7f3d68591d96d9cfb1f3af6cde5911","main","48db71b13e8108479bcf1961a812c1785140a44f","INDICE_TEMATICO_GRANULAR_V1.csv","100644","01-master-index/04-reports/INDICE_TEMATICO_GRANULAR_V1.csv","Sas-Executar/Maestr-Docs","10291","00_input/maestro-migration/01_original/01-master-index/04-reports/INDICE_TEMATICO_GRANULAR_V1.csv","Sas-Executar/Programa-Sas","BLOB_HASH_VERIFIED_IN_REVIEW_TREE"
"source_artifact","GAP","REGISTRY","NON_CANONICAL_SNAPSHOT","CORPUS_DIRECT","COPY","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","5ce22b7ac8650cbd801bcb35b893a001d41e49a6","main","48db71b13e8108479bcf1961a812c1785140a44f","MASTER_INDEX_TABULAR_V1.csv","100644","01-master-index/04-reports/MASTER_INDEX_TABULAR_V1.csv","Sas-Executar/Maestr-Docs","12215","00_input/maestro-migration/01_original/01-master-index/04-reports/MASTER_INDEX_TABULAR_V1.csv","Sas-Executar/Programa-Sas","BLOB_HASH_VERIFIED_IN_REVIEW_TREE"
"source_artifact","GAP","REGISTRY","NON_CANONICAL_SNAPSHOT","CORPUS_DIRECT","COPY","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e185f57162a9e9b5b9b22cae7ed69bbc9175d05a","main","48db71b13e8108479bcf1961a812c1785140a44f","MIGRATION_2026-08-26.md","100644","01-master-index/04-reports/MIGRATION_2026-08-26.md","Sas-Executar/Maestr-Docs","946","00_input/maestro-migration/01_original/01-master-index/04-reports/MIGRATION_2026-08-26.md","Sas-Executar/Programa-Sas","BLOB_HASH_VERIFIED_IN_REVIEW_TREE"
"source_artifact","GAP","REGISTRY","NON_CANONICAL_SNAPSHOT","CORPUS_DIRECT","COPY","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","fcda019d2f99b5a6df73071910cf1fb840663fb4","main","48db71b13e8108479bcf1961a812c1785140a44f","README.md","100644","01-master-index/04-reports/README.md","Sas-Executar/Maestr-Docs","102","00_input/maestro-migration/01_original/01-master-index/04-reports/README.md","Sas-Executar/Programa-Sas","BLOB_HASH_VERIFIED_IN_REVIEW_TREE"
"source_artifact","GAP","REGISTRY","NON_CANONICAL_SNAPSHOT","CORPUS_DIRECT","COPY","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","48161a8a31caf935b7fa67bb66b0b7386524794d","main","48db71b13e8108479bcf1961a812c1785140a44f","CENTRAL_CONTROL.csv","100644","01-master-index/CENTRAL_CONTROL.csv","Sas-Executar/Maestr-Docs","6833","00_input/maestro-migration/01_original/01-master-index/CENTRAL_CONTROL.csv","Sas-Executar/Programa-Sas","BLOB_HASH_VERIFIED_IN_REVIEW_TREE"
"empty_placeholder","GAP","D01","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","10-business/01-planos/01-estrategico/.gitkeep","Sas-Executar/Maestr-Docs","0","10-business/01-planos/01-estrategico/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","D01","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","10-business/01-planos/02-operacional/.gitkeep","Sas-Executar/Maestr-Docs","0","10-business/01-planos/02-operacional/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","D01","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","10-business/01-planos/03-go-to-market/.gitkeep","Sas-Executar/Maestr-Docs","0","10-business/01-planos/03-go-to-market/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","D01","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","10-business/02-modelo-negocio/01-canvas/.gitkeep","Sas-Executar/Maestr-Docs","0","10-business/02-modelo-negocio/01-canvas/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","D01","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","10-business/02-modelo-negocio/02-pricing/.gitkeep","Sas-Executar/Maestr-Docs","0","10-business/02-modelo-negocio/02-pricing/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","D01","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","10-business/02-modelo-negocio/03-unit-economics/.gitkeep","Sas-Executar/Maestr-Docs","0","10-business/02-modelo-negocio/03-unit-economics/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","D01","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","10-business/03-stakeholders/01-internos/.gitkeep","Sas-Executar/Maestr-Docs","0","10-business/03-stakeholders/01-internos/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","D01","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","10-business/03-stakeholders/02-externos/.gitkeep","Sas-Executar/Maestr-Docs","0","10-business/03-stakeholders/02-externos/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","D01","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","10-business/03-stakeholders/03-parceiros/.gitkeep","Sas-Executar/Maestr-Docs","0","10-business/03-stakeholders/03-parceiros/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","D01","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","10-business/04-financeiro/01-orcamento/.gitkeep","Sas-Executar/Maestr-Docs","0","10-business/04-financeiro/01-orcamento/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","D01","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","10-business/04-financeiro/02-receitas/.gitkeep","Sas-Executar/Maestr-Docs","0","10-business/04-financeiro/02-receitas/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","D01","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","10-business/04-financeiro/03-custos/.gitkeep","Sas-Executar/Maestr-Docs","0","10-business/04-financeiro/03-custos/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","D01","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","10-business/04-financeiro/04-forecast/.gitkeep","Sas-Executar/Maestr-Docs","0","10-business/04-financeiro/04-forecast/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","D01","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","10-business/05-roadmap/01-agendado/.gitkeep","Sas-Executar/Maestr-Docs","0","10-business/05-roadmap/01-agendado/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","D01","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","10-business/05-roadmap/02-cursos/.gitkeep","Sas-Executar/Maestr-Docs","0","10-business/05-roadmap/02-cursos/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","D01","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","10-business/05-roadmap/03-comunidade/.gitkeep","Sas-Executar/Maestr-Docs","0","10-business/05-roadmap/03-comunidade/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","D01","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","10-business/05-roadmap/04-ong/.gitkeep","Sas-Executar/Maestr-Docs","0","10-business/05-roadmap/04-ong/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","D01","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","10-business/05-roadmap/2026-08/.gitkeep","Sas-Executar/Maestr-Docs","0","10-business/05-roadmap/2026-08/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","D01","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","10-business/05-roadmap/2026-09/.gitkeep","Sas-Executar/Maestr-Docs","0","10-business/05-roadmap/2026-09/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
"empty_placeholder","GAP","D01","SOURCE_RETAINED","CORPUS_DIRECT","DO_NOT_MIGRATE","Classificação de destino PROPOSED; rótulos e IDs internos não são alterados. Placeholders vazios não são documentos.","e69de29bb2d1d6434b8b29ae775ad8c2e48c5391","main","48db71b13e8108479bcf1961a812c1785140a44f",".gitkeep","100644","10-business/05-roadmap/2026-10/.gitkeep","Sas-Executar/Maestr-Docs","0","10-business/05-roadmap/2026-10/.gitkeep","Sas-Executar/Maestr-Docs","SOURCE_RETAINED"
