repository,domain,artifact_id,artifact_name,artifact_type,canonical_status,source_path,canonical_path,owner,version,branch,source_commit,epistemic_class,implementation_target,related_artifacts,migration_status,next_step
Sas-Executar/next-forge,GAP,GAP,release.yml,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,.github/workflows/release.yml,.github/workflows/release.yml,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,.gitignore,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,.gitignore,.gitignore,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,extensions.json,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,.vscode/extensions.json,.vscode/extensions.json,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,launch.json,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,.vscode/launch.json,.vscode/launch.json,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,settings.json,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,.vscode/settings.json,.vscode/settings.json,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,CHANGELOG.md,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,CHANGELOG.md,CHANGELOG.md,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,README.md,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,README.md,README.md,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,.env.example,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,apps/api/.env.example,apps/api/.env.example,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,.gitignore,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,apps/api/.gitignore,apps/api/.gitignore,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,health.test.ts,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,apps/api/__tests__/health.test.ts,apps/api/__tests__/health.test.ts,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,apple-icon.png,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,apps/api/app/apple-icon.png,apps/api/app/apple-icon.png,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,route.ts,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,apps/api/app/cron/keep-alive/route.ts,apps/api/app/cron/keep-alive/route.ts,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,global-error.tsx,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,apps/api/app/global-error.tsx,apps/api/app/global-error.tsx,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,route.ts,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,apps/api/app/health/route.ts,apps/api/app/health/route.ts,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,icon.png,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,apps/api/app/icon.png,apps/api/app/icon.png,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,layout.tsx,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,apps/api/app/layout.tsx,apps/api/app/layout.tsx,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,opengraph-image.png,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,apps/api/app/opengraph-image.png,apps/api/app/opengraph-image.png,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,route.ts,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,apps/api/app/webhooks/auth/route.ts,apps/api/app/webhooks/auth/route.ts,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,route.ts,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,apps/api/app/webhooks/payments/route.ts,apps/api/app/webhooks/payments/route.ts,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,env.ts,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,apps/api/env.ts,apps/api/env.ts,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,instrumentation-client.ts,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,apps/api/instrumentation-client.ts,apps/api/instrumentation-client.ts,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,instrumentation.ts,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,apps/api/instrumentation.ts,apps/api/instrumentation.ts,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,next.config.ts,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,apps/api/next.config.ts,apps/api/next.config.ts,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,package.json,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,apps/api/package.json,apps/api/package.json,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,skip-ci.js,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,apps/api/scripts/skip-ci.js,apps/api/scripts/skip-ci.js,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,sentry.edge.config.ts,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,apps/api/sentry.edge.config.ts,apps/api/sentry.edge.config.ts,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,sentry.server.config.ts,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,apps/api/sentry.server.config.ts,apps/api/sentry.server.config.ts,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,tsconfig.json,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,apps/api/tsconfig.json,apps/api/tsconfig.json,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,vercel.json,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,apps/api/vercel.json,apps/api/vercel.json,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,vitest.config.mts,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,apps/api/vitest.config.mts,apps/api/vitest.config.mts,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,.env.example,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,apps/app/.env.example,apps/app/.env.example,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,.gitignore,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,apps/app/.gitignore,apps/app/.gitignore,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,sign-in.test.tsx,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,apps/app/__tests__/sign-in.test.tsx,apps/app/__tests__/sign-in.test.tsx,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,sign-up.test.tsx,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,apps/app/__tests__/sign-up.test.tsx,apps/app/__tests__/sign-up.test.tsx,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,avatar-stack.tsx,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,apps/app/app/(authenticated)/components/avatar-stack.tsx,apps/app/app/(authenticated)/components/avatar-stack.tsx,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,collaboration-provider.tsx,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,apps/app/app/(authenticated)/components/collaboration-provider.tsx,apps/app/app/(authenticated)/components/collaboration-provider.tsx,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,cursors.tsx,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,apps/app/app/(authenticated)/components/cursors.tsx,apps/app/app/(authenticated)/components/cursors.tsx,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,header.tsx,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,apps/app/app/(authenticated)/components/header.tsx,apps/app/app/(authenticated)/components/header.tsx,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,notifications-provider.tsx,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,apps/app/app/(authenticated)/components/notifications-provider.tsx,apps/app/app/(authenticated)/components/notifications-provider.tsx,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,search.tsx,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,apps/app/app/(authenticated)/components/search.tsx,apps/app/app/(authenticated)/components/search.tsx,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,sidebar.tsx,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,apps/app/app/(authenticated)/components/sidebar.tsx,apps/app/app/(authenticated)/components/sidebar.tsx,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,layout.tsx,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,apps/app/app/(authenticated)/layout.tsx,apps/app/app/(authenticated)/layout.tsx,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,page.tsx,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,apps/app/app/(authenticated)/page.tsx,apps/app/app/(authenticated)/page.tsx,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,page.tsx,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,apps/app/app/(authenticated)/search/page.tsx,apps/app/app/(authenticated)/search/page.tsx,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,page.tsx,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,apps/app/app/(authenticated)/webhooks/page.tsx,apps/app/app/(authenticated)/webhooks/page.tsx,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,layout.tsx,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,apps/app/app/(unauthenticated)/layout.tsx,apps/app/app/(unauthenticated)/layout.tsx,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,page.tsx,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,apps/app/app/(unauthenticated)/sign-in/[[...sign-in]]/page.tsx,apps/app/app/(unauthenticated)/sign-in/[[...sign-in]]/page.tsx,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,page.tsx,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,apps/app/app/(unauthenticated)/sign-up/[[...sign-up]]/page.tsx,apps/app/app/(unauthenticated)/sign-up/[[...sign-up]]/page.tsx,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,route.ts,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,apps/app/app/.well-known/vercel/flags/route.ts,apps/app/app/.well-known/vercel/flags/route.ts,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,get.ts,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,apps/app/app/actions/users/get.ts,apps/app/app/actions/users/get.ts,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,search.ts,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,apps/app/app/actions/users/search.ts,apps/app/app/actions/users/search.ts,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,route.ts,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,apps/app/app/api/collaboration/auth/route.ts,apps/app/app/api/collaboration/auth/route.ts,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,apple-icon.png,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,apps/app/app/apple-icon.png,apps/app/app/apple-icon.png,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,global-error.tsx,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,apps/app/app/global-error.tsx,apps/app/app/global-error.tsx,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,icon.png,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,apps/app/app/icon.png,apps/app/app/icon.png,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,layout.tsx,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,apps/app/app/layout.tsx,apps/app/app/layout.tsx,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,opengraph-image.png,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,apps/app/app/opengraph-image.png,apps/app/app/opengraph-image.png,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,styles.css,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,apps/app/app/styles.css,apps/app/app/styles.css,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,env.ts,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,apps/app/env.ts,apps/app/env.ts,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,instrumentation-client.ts,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,apps/app/instrumentation-client.ts,apps/app/instrumentation-client.ts,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,instrumentation.ts,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,apps/app/instrumentation.ts,apps/app/instrumentation.ts,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,liveblocks.config.ts,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,apps/app/liveblocks.config.ts,apps/app/liveblocks.config.ts,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,next.config.ts,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,apps/app/next.config.ts,apps/app/next.config.ts,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
Sas-Executar/next-forge,GAP,GAP,package.json,blob,SOURCE_PATH_OBSERVED_AUTHORITY_NOT_ASSESSED,apps/app/package.json,apps/app/package.json,,,main,f189de79ceef7c1ef69f61f12e272f99b4cdb699,CORPUS_DIRECT,,,KEEP_PENDING_RECONCILIATION,"Reconcile ID, authority and final target against corpus"
