source_path,intake_path,candidate_domain,classification,status,next_step
"60-dados/60-exports/WORKBOOK_FORMULARIO.csv","00_input/maestro-migration/01_original/60-dados/60-exports/WORKBOOK_FORMULARIO.csv","D05/D06","PROPOSED","INBOX","Review content and reconcile existing canonical artifact before any distribution"
"60-dados/60-exports/WORKBOOK_PMBOK8_ECOSSISTEMA_EXECUTAR.xlsx","00_input/maestro-migration/01_original/60-dados/60-exports/WORKBOOK_PMBOK8_ECOSSISTEMA_EXECUTAR.xlsx","D05/D06","PROPOSED","INBOX","Review content and reconcile existing canonical artifact before any distribution"
"60-dados/90-evidence/OUT-54_EVIDENCE_REGISTER.csv","00_input/maestro-migration/01_original/60-dados/90-evidence/OUT-54_EVIDENCE_REGISTER.csv","EVIDENCE","PROPOSED","INBOX","Review content and reconcile existing canonical artifact before any distribution"
"60-dados/90-evidence/OUT-55_HYPOTHESIS_REGISTER.csv","00_input/maestro-migration/01_original/60-dados/90-evidence/OUT-55_HYPOTHESIS_REGISTER.csv","EVIDENCE","PROPOSED","INBOX","Review content and reconcile existing canonical artifact before any distribution"
"60-dados/90-evidence/OUT-56_DECISION_LOG.csv","00_input/maestro-migration/01_original/60-dados/90-evidence/OUT-56_DECISION_LOG.csv","EVIDENCE","PROPOSED","INBOX","Review content and reconcile existing canonical artifact before any distribution"
"60-dados/90-evidence/OUT-57_RISK_REGISTER.csv","00_input/maestro-migration/01_original/60-dados/90-evidence/OUT-57_RISK_REGISTER.csv","EVIDENCE","PROPOSED","INBOX","Review content and reconcile existing canonical artifact before any distribution"
"60-dados/90-evidence/OUT-58_GAP_REGISTER.csv","00_input/maestro-migration/01_original/60-dados/90-evidence/OUT-58_GAP_REGISTER.csv","EVIDENCE","PROPOSED","INBOX","Review content and reconcile existing canonical artifact before any distribution"
"60-dados/90-evidence/OUT-59_SOURCE_REGISTER.csv","00_input/maestro-migration/01_original/60-dados/90-evidence/OUT-59_SOURCE_REGISTER.csv","EVIDENCE","PROPOSED","INBOX","Review content and reconcile existing canonical artifact before any distribution"
"70-operacao-governanca/01-planos-acao/PLANO_LANCAMENTO_ECOSSISTEMA.md","00_input/maestro-migration/01_original/70-operacao-governanca/01-planos-acao/PLANO_LANCAMENTO_ECOSSISTEMA.md","D07/D08","PROPOSED","INBOX","Review content and reconcile existing canonical artifact before any distribution"
"70-operacao-governanca/02-workflows/PMBOK8_FUNDAMENTOS_ORDEM_MENTAL.md","00_input/maestro-migration/01_original/70-operacao-governanca/02-workflows/PMBOK8_FUNDAMENTOS_ORDEM_MENTAL.md","D07/D08","PROPOSED","INBOX","Review content and reconcile existing canonical artifact before any distribution"
"70-operacao-governanca/70-operacao-governanca.md","00_input/maestro-migration/01_original/70-operacao-governanca/70-operacao-governanca.md","D07/D08","PROPOSED","INBOX","Review content and reconcile existing canonical artifact before any distribution"
"80-tecnologia-plataformas/80-tecnologia-plataformas.md","00_input/maestro-migration/01_original/80-tecnologia-plataformas/80-tecnologia-plataformas.md","GAP","PROPOSED","INBOX","Review content and reconcile existing canonical artifact before any distribution"
"90-assets-compartilhados/90-assets-compartilhados.md","00_input/maestro-migration/01_original/90-assets-compartilhados/90-assets-compartilhados.md","GAP","PROPOSED","INBOX","Review content and reconcile existing canonical artifact before any distribution"
"98-private-pointers/98-private-pointers.md","00_input/maestro-migration/01_original/98-private-pointers/98-private-pointers.md","GAP","PROPOSED","INBOX","Review content and reconcile existing canonical artifact before any distribution"
"99-archive/99-archive.md","00_input/maestro-migration/01_original/99-archive/99-archive.md","ARCHIVE","PROPOSED","INBOX","Review content and reconcile existing canonical artifact before any distribution"
"HOME.md","00_input/maestro-migration/01_original/HOME.md","GAP","PROPOSED","INBOX","Review content and reconcile existing canonical artifact before any distribution"
"README.md","00_input/maestro-migration/01_original/README.md","GAP","PROPOSED","INBOX","Review content and reconcile existing canonical artifact before any distribution"
"_TEMPLATE_FOLDER.md","00_input/maestro-migration/01_original/_TEMPLATE_FOLDER.md","GAP","PROPOSED","INBOX","Review content and reconcile existing canonical artifact before any distribution"
